Ref ID,locus,Control,Treated,FPKM_Control,FPKM_U1,log2FC U1 Vs C,test_stat,p_value,q_value,Gene Symbol
NM_001256378,chr10:119829403-119873628,NHHW161152,U1,8.72086,6.51788,-0.420,-6.538,0.000,0.000,MCMBP
NM_001256385,chr1:100133149-100178273,NHHW161152,U1,0.160378,0.799361,2.317,3.917,0.001,0.002,LRRC39
NM_001256394,chr9:92297357-92670265,NHHW161152,U1,5.59439,6.75075,0.271,3.796,0.000,0.000,NOL8
NM_001256399,chr1:43363396-43368074,NHHW161152,U1,77.9141,58.1749,-0.421,-9.473,0.000,0.000,ELOVL1
NM_001256403,chr20:59028677-59042846,NHHW161152,U1,845.663,2644.69,1.645,41.664,0.000,0.000,PRELID3B
NM_001256404,chr1:114584574-114670111,NHHW161152,U1,0.435912,0.677332,0.636,2.726,0.002,0.002,DENND2C
NM_001256405,chr11:67119268-67258079,NHHW161152,U1,15.2391,13.6824,-0.155,-3.636,0.000,0.000,KDM2A
NM_001256409,chr1:53946325-53968168,NHHW161152,U1,19.8765,16.6104,-0.259,-3.906,0.000,0.000,LRRC42
NM_001256410,chr10:27504173-27542237,NHHW161152,U1,16.8465,14.7667,-0.190,-3.810,0.000,0.000,RAB18
NM_001256414,chr7:80134823-80219409,NHHW161152,U1,7.01474,10.6845,0.607,8.447,0.000,0.000,GNAI1
NM_001256416,chr1:21440089-21484900,NHHW161152,U1,3.41578,9.24809,1.437,18.239,0.000,0.000,NBPF3
NM_001256421,chr4:83535913-83605874,NHHW161152,U1,0.105098,0.29582,1.493,2.587,0.009,0.012,GPAT3
NM_001256440,chr19:40321059-40378490,NHHW161152,U1,6.778,2.65288,-1.353,-10.615,0.000,0.000,C19orf47
NM_001256442,chr16:29812087-29815881,NHHW161152,U1,2.71361,6.62766,1.288,12.401,0.000,0.000,PRRT2
NM_001256456,chr1:1308613-1324687,NHHW161152,U1,37.8536,32.5489,-0.218,-4.212,0.000,0.000,CPSF3L
NM_001256468,chr10:74826412-75032622,NHHW161152,U1,3.16742,6.05334,0.934,14.852,0.000,0.000,KAT6B
NM_001256476,chr2:68130148-68157560,NHHW161152,U1,5.72424,7.70266,0.428,4.420,0.000,0.000,WDR92
NM_001256477,chr2:6840552-6866635,NHHW161152,U1,1.16688,0.0149246,-6.289,-1.355,0.033,0.041,CMPK2
NM_001256482,chr8:27491001-27544922,NHHW161152,U1,1.27585,1.80049,0.497,2.564,0.003,0.004,EPHX2
NM_001256486,chr3:121663198-121749767,NHHW161152,U1,9.43197,12.5763,0.415,11.508,0.000,0.000,GOLGB1
NM_001256494,chr15:75355791-75368627,NHHW161152,U1,18.5558,23.1647,0.320,6.782,0.000,0.000,MAN2C1
NM_001256510,chr7:141738320-141750488,NHHW161152,U1,117.644,110.629,-0.089,-1.670,0.020,0.025,SSBP1
NM_001256523,chr22:20394114-20408463,NHHW161152,U1,1.43003,1.76846,0.306,2.211,0.009,0.012,ZNF74
NM_001256526,chr9:136114580-136118885,NHHW161152,U1,28.6036,14.7929,-0.951,-18.155,0.000,0.000,C9orf69
NM_001256532,chr1:155610169-155614967,NHHW161152,U1,9.43656,5.74641,-0.716,-8.333,0.000,0.000,MSTO1
NM_001256534,chr22:19175574-19178863,NHHW161152,U1,132.725,86.2682,-0.622,-16.320,0.000,0.000,SLC25A1
NM_001256539,chr5:176383936-176389750,NHHW161152,U1,12.4537,22.6765,0.865,9.904,0.000,0.000,NOP16
NM_001256541,chr16:1493350-1612108,NHHW161152,U1,18.3897,16.8665,-0.125,-1.786,0.018,0.022,TMEM204
NM_001256549,chr10:91163011-91284331,NHHW161152,U1,5.14206,9.15955,0.833,7.828,0.000,0.000,PCGF5
NM_001256550,chr14:67241294-67336061,NHHW161152,U1,4.99749,5.45244,0.126,1.891,0.018,0.023,MPP5
NM_001256552,chr15:75346989-75355251,NHHW161152,U1,1.20647,2.8227,1.226,6.102,0.000,0.000,NEIL1
NM_001256568,chr11:7513764-7653765,NHHW161152,U1,6.12912,3.95343,-0.633,-7.155,0.000,0.000,PPFIBP2
NM_001256574,chr5:74627405-74776912,NHHW161152,U1,8.60085,4.63754,-0.891,-13.799,0.000,0.000,ENC1
NM_001256577,chrX:154398064-154421724,NHHW161152,U1,531.467,695.647,0.388,15.518,0.000,0.000,RPL10
NM_001256584,chr2:126655934-126696675,NHHW161152,U1,76.0698,47.2479,-0.687,-12.907,0.000,0.000,GYPC
NM_001256604,chr1:156292686-156295689,NHHW161152,U1,66.5127,59.2472,-0.167,-3.883,0.000,0.000,GLMP
NM_001256617,chr10:133278629-133313162,NHHW161152,U1,23.3108,15.8695,-0.555,-11.187,0.000,0.000,TUBGCP2
NM_001256627,chr11:1389898-1462689,NHHW161152,U1,0.568323,0.0225085,-4.658,-3.749,0.002,0.002,BRSK2
NM_001256647,chr19:50376422-50383028,NHHW161152,U1,62.4671,21.2975,-1.552,-28.735,0.000,0.000,NR1H2
NM_001256648,chr19:21804948-21852068,NHHW161152,U1,0.982619,1.2768,0.378,2.665,0.002,0.002,ZNF43
NM_001256658,chr19:49335419-49362457,NHHW161152,U1,17.1717,6.5255,-1.396,-17.734,0.000,0.000,TEAD2
NM_001256670,chr11:66466326-66509659,NHHW161152,U1,20.6642,17.2446,-0.261,-5.259,0.000,0.000,DPP3
NM_001256672,chr15:73983217-73994622,NHHW161152,U1,18.4528,5.43722,-1.763,-20.155,0.000,0.000,STOML1
NM_001256678,chr14:35044906-35274078,NHHW161152,U1,7.26886,11.6853,0.685,7.995,0.000,0.000,KIAA0391
NM_001256685,chr9:36572861-36677683,NHHW161152,U1,7.83664,5.5874,-0.488,-5.461,0.000,0.000,MELK
NM_001256702,chr15:63504510-63602421,NHHW161152,U1,2.9966,3.74702,0.322,3.977,0.000,0.000,USP3
NM_001256721,chr2:61868126-61888671,NHHW161152,U1,48.7593,82.5446,0.759,17.328,0.000,0.000,CCT4
NM_001256725,chr2:85602841-85649284,NHHW161152,U1,15.6428,20.0205,0.356,5.781,0.000,0.000,USP39
NM_001256732,chr5:81417359-81751253,NHHW161152,U1,3.78552,6.06699,0.680,8.546,0.000,0.000,SSBP2
NM_001256741,chr3:32685144-32773875,NHHW161152,U1,3.6613,5.68913,0.636,6.225,0.000,0.000,CNOT10
NM_001256763,chr8:129839592-130016651,NHHW161152,U1,2.79789,3.82605,0.452,4.621,0.000,0.000,FAM49B
NM_001256766,chr19:19119615-19138501,NHHW161152,U1,20.8322,19.4132,-0.102,-1.536,0.044,0.053,TMEM161A
NM_001256796,chr12:121209860-121234106,NHHW161152,U1,8.78323,5.65363,-0.636,-6.339,0.000,0.000,P2RX4
NM_001256798,chr20:32443058-32585073,NHHW161152,U1,1.7274,1.14952,-0.588,-4.934,0.000,0.000,NOL4L
NM_001256799,chr12:6534404-6538375,NHHW161152,U1,5760.66,3315.09,-0.797,-24.002,0.000,0.000,GAPDH
NM_001256826,chr19:39385629-39391195,NHHW161152,U1,39.4354,26.2469,-0.587,-11.237,0.000,0.000,PAF1
NM_001256827,chr17:2059838-2303775,NHHW161152,U1,20.6595,15.0813,-0.454,-9.330,0.000,0.000,SMG6
NM_001256834,chr17:8204730-8210626,NHHW161152,U1,22.622,4.2666,-2.407,-18.570,0.000,0.000,AURKB
NM_001256835,chr3:114056734-114088421,NHHW161152,U1,1.8963,4.00137,1.077,9.877,0.000,0.000,QTRT2
NM_001256849,chr19:50384322-50418018,NHHW161152,U1,9.99743,3.84959,-1.377,-16.544,0.000,0.000,POLD1
NM_001256856,chr10:101354032-101557321,NHHW161152,U1,3.55261,4.466,0.330,4.625,0.000,0.000,BTRC
NM_001256864,chr1:65264693-65415869,NHHW161152,U1,2.8311,1.48041,-0.935,-9.244,0.000,0.000,DNAJC6
NM_001256870,chr11:67317838-67391687,NHHW161152,U1,76.0191,23.3525,-1.703,-33.928,0.000,0.000,POLD4
NM_001256875,chr1:37692400-37709719,NHHW161152,U1,8.74082,6.02499,-0.537,-6.122,0.000,0.000,CDCA8
NM_001256876,chr9:470293-746106,NHHW161152,U1,12.8144,12.0901,-0.084,-1.732,0.017,0.021,KANK1
NM_001256891,chr7:88205116-88226993,NHHW161152,U1,60.3966,90.9293,0.590,11.296,0.000,0.000,SRI
NM_001256932,chr16:30697703-30698489,NHHW161152,U1,1.00158,2.49946,1.319,2.686,0.008,0.011,LOC730183
NM_001256944,chrX:10156944-10237659,NHHW161152,U1,0.352167,0.873163,1.310,7.120,0.000,0.000,CLCN4
NM_001256959,chr1:11762192-11847783,NHHW161152,U1,4.16795,5.83825,0.486,6.514,0.000,0.000,CLCN6
NM_001256964,chr3:48432169-48440119,NHHW161152,U1,7.1558,19.3036,1.432,15.493,0.000,0.000,CCDC51
NM_001257102,chr2:201071738-201085751,NHHW161152,U1,58.2641,85.7529,0.558,8.592,0.000,0.000,NDUFB3
NM_001257133,chr12:50111980-50120457,NHHW161152,U1,75.9678,64.5117,-0.236,-3.621,0.000,0.000,COX14
NM_001257135,chr22:30240446-30246851,NHHW161152,U1,58.8815,0.274246,-7.746,-32.422,0.000,0.000,LIF
NM_001257137,chr20:34363234-34511773,NHHW161152,U1,4.87264,8.11201,0.735,12.226,0.000,0.000,ITCH
NM_001257144,chr12:31020762-31104791,NHHW161152,U1,3.72737,3.3023,-0.175,-1.861,0.025,0.030,DDX11
NM_001257158,chr7:130393770-130441210,NHHW161152,U1,1.54686,1.95337,0.337,3.104,0.000,0.000,CEP41
NM_001257180,chr8:42416461-42552997,NHHW161152,U1,11.5233,4.80996,-1.260,-17.740,0.000,0.000,SLC20A2
NM_001257189,chr7:44565416-44574538,NHHW161152,U1,17.8201,20.9929,0.236,4.178,0.000,0.000,DDX56
NM_001257190,chr7:72879334-72954763,NHHW161152,U1,6.72661,8.2608,0.296,5.464,0.000,0.000,POM121
NM_001257191,chr11:118747763-118791263,NHHW161152,U1,18.4806,27.065,0.550,14.424,0.000,0.000,DDX6
NM_001257194,chr5:137617499-137736090,NHHW161152,U1,0.0379667,0.33538,3.143,5.720,0.000,0.000,KLHL3
NM_001257197,chr2:224470149-224585397,NHHW161152,U1,8.45332,7.76521,-0.122,-2.250,0.001,0.002,CUL3
NM_001257281,chr2:231961582-232343968,NHHW161152,U1,4.44563,7.01185,0.657,6.455,0.000,0.000,DIS3L2
NM_001257291,chrX:46599250-46759172,NHHW161152,U1,5.32229,7.5878,0.512,9.627,0.000,0.000,SLC9A7
NM_001257293,chr5:179614177-179623721,NHHW161152,U1,75.2894,111.308,0.564,15.970,0.000,0.000,HNRNPH1
NM_001257359,chr17:50094736-50129882,NHHW161152,U1,5.02464,0.76496,-2.716,-16.101,0.000,0.000,SAMD14
NM_001257360,chr1:109619812-109632055,NHHW161152,U1,34.7837,16.4308,-1.082,-25.826,0.000,0.000,AMPD2
NM_001257370,chr16:1773227-1776238,NHHW161152,U1,3.53826,2.41604,-0.550,-2.683,0.004,0.005,EME2
NM_001257374,chr1:156082545-156140089,NHHW161152,U1,666.913,630.868,-0.080,-2.781,0.000,0.000,LMNA
NM_001257376,chr14:30622253-30735827,NHHW161152,U1,16.8146,25.7121,0.613,10.295,0.000,0.000,SCFD1
NM_001257389,chr12:55725442-55729673,NHHW161152,U1,2410.35,2826.2,0.230,7.036,0.000,0.000,CD63
NM_001257971,chr9:87726058-87731469,NHHW161152,U1,211.374,365.328,0.789,28.976,0.000,0.000,CTSL
NM_001257994,chr22:20080231-20127357,NHHW161152,U1,17.6503,10.9856,-0.684,-11.669,0.000,0.000,TRMT2A
NM_001257998,chr7:93232339-93361123,NHHW161152,U1,2.44848,3.8393,0.649,5.380,0.000,0.000,VPS50
NM_001257999,chr17:4004444-4263979,NHHW161152,U1,6.82749,11.8727,0.798,16.700,0.000,0.000,ANKFY1
NM_001258006,chr4:83035085-83075818,NHHW161152,U1,12.4611,35.8407,1.524,21.697,0.000,0.000,COPS4
NM_001258008,chr7:100400871-100434126,NHHW161152,U1,1.88588,1.50094,-0.329,-1.833,0.031,0.038,ZCWPW1
NM_001258012,chr17:74862496-74873031,NHHW161152,U1,45.8899,27.4948,-0.739,-14.424,0.000,0.000,FDXR
NM_001258031,chr15:43746391-43802571,NHHW161152,U1,5.73093,8.05572,0.491,5.252,0.000,0.000,SERINC4
NM_001258033,chr16:22297374-22335103,NHHW161152,U1,7.37138,6.32134,-0.222,-2.984,0.000,0.000,POLR3E
NM_001258038,chr4:123396794-123403760,NHHW161152,U1,1.32141,8.06141,2.609,17.622,0.000,0.000,SPRY1
NM_001258040,chr5:140673903-140699321,NHHW161152,U1,29.0384,38.3368,0.401,7.842,0.000,0.000,HARS
NM_001258210,chr11:76782312-76798154,NHHW161152,U1,20.6359,17.8981,-0.205,-3.573,0.000,0.000,TSKU
NM_001258217,chr17:5486373-5490810,NHHW161152,U1,3.76432,5.96622,0.664,6.293,0.000,0.000,MIS12
NM_001258248,chr17:47844913-47855874,NHHW161152,U1,0.412542,0.0365196,-3.498,-4.818,0.004,0.006,SP6
NM_001258276,chr6:130366280-130443065,NHHW161152,U1,1.17332,9.99947,3.091,21.914,0.000,0.000,TMEM200A
NM_001258280,chr3:44729605-44737083,NHHW161152,U1,0.37609,1.57584,2.067,8.413,0.000,0.000,ZNF501
NM_001258286,chr5:55625844-55712335,NHHW161152,U1,5.21656,4.58765,-0.185,-1.795,0.027,0.033,SLC38A9
NM_001258288,chr1:151364301-151372734,NHHW161152,U1,18.936,71.1296,1.909,32.793,0.000,0.000,SELENBP1
NM_001258304,chr2:131527833-131533666,NHHW161152,U1,8.78118,3.45655,-1.345,-9.613,0.000,0.000,CCDC74A
NM_001258307,chr2:130129622-130145134,NHHW161152,U1,3.43862,1.39825,-1.298,-5.969,0.000,0.000,CCDC74B
NM_001258315,chr3:172750684-172821474,NHHW161152,U1,6.33729,7.19878,0.184,2.712,0.001,0.002,ECT2
NM_001258320,chr11:44764425-44951306,NHHW161152,U1,38.6418,5.80662,-2.734,-42.710,0.000,0.000,TP53I11
NM_001258328,chr19:1065922-1095392,NHHW161152,U1,2.70273,1.1727,-1.205,-9.820,0.000,0.000,ARHGAP45
NM_001258329,chr20:36091503-36232799,NHHW161152,U1,11.41,3.99686,-1.513,-26.073,0.000,0.000,EPB41L1
NM_001258338,chr12:94971327-95003713,NHHW161152,U1,84.8589,58.2811,-0.542,-7.022,0.000,0.000,NDUFA12
NM_001258357,chr2:10302903-10427617,NHHW161152,U1,43.7796,26.0786,-0.747,-14.031,0.000,0.000,HPCAL1
NM_001258372,chr17:50547088-50555852,NHHW161152,U1,32.6278,46.9931,0.526,13.026,0.000,0.000,SPATA20
NM_001258374,chr19:16355243-16472012,NHHW161152,U1,9.12234,8.30697,-0.135,-2.016,0.016,0.020,EPS15L1
NM_001258379,chr3:27372720-27484420,NHHW161152,U1,4.76041,5.28624,0.151,2.730,0.001,0.001,SLC4A7
NM_001258384,chr20:2652531-2664223,NHHW161152,U1,33.5171,49.9838,0.577,10.973,0.000,0.000,IDH3B
NM_001258388,chr5:10225507-10249909,NHHW161152,U1,2.45861,3.38984,0.463,3.607,0.000,0.000,FAM173B
NM_001258390,chr11:111540279-111561745,NHHW161152,U1,58.3379,16.0698,-1.860,-35.623,0.000,0.000,LAYN
NM_001258395,chr17:44899711-44903679,NHHW161152,U1,2.2441,0.841517,-1.415,-5.643,0.000,0.000,CCDC103
NM_001258415,chr11:110577034-110713189,NHHW161152,U1,0.137729,3.85409,4.806,17.199,0.000,0.000,ARHGAP20
NM_001258423,chrX:21940572-21994837,NHHW161152,U1,60.7188,36.895,-0.719,-14.252,0.000,0.000,SMS
NM_001258437,chr5:33440695-33468091,NHHW161152,U1,27.8249,30.2882,0.122,2.517,0.000,0.000,TARS
NM_001258446,chr8:143309325-143359977,NHHW161152,U1,8.16476,14.8945,0.867,10.320,0.000,0.000,TOP1MT
NM_001258450,chr16:2969244-2980539,NHHW161152,U1,15.4122,1.65513,-3.219,-22.516,0.000,0.000,PKMYT1
NM_001258452,chr10:5861725-5937595,NHHW161152,U1,21.7877,22.9603,0.076,1.558,0.021,0.026,FBXO18
NM_001258459,chr7:56064223-56092996,NHHW161152,U1,14.5865,5.23002,-1.480,-16.189,0.000,0.000,PHKG1
NM_001258461,chr7:151076620-151080883,NHHW161152,U1,54.2792,20.8232,-1.382,-25.275,0.000,0.000,FASTK
NM_001260,chr13:26254103-26405236,NHHW161152,U1,4.00981,3.11928,-0.362,-3.402,0.000,0.000,CDK8
NM_001260474,chr21:42843079-42879589,NHHW161152,U1,3.89133,2.91954,-0.415,-2.710,0.001,0.002,WDR4
NM_001260486,chr19:43984169-44002870,NHHW161152,U1,1.04504,1.43995,0.462,2.351,0.006,0.008,ZNF155
NM_001260489,chr19:35248655-35267964,NHHW161152,U1,1.89915,0.582496,-1.705,-6.111,0.000,0.000,LSR
NM_001260491,chr20:49812712-49892242,NHHW161152,U1,5.03252,2.68478,-0.906,-12.252,0.000,0.000,SLC9A8
NM_001260492,chr11:110174879-110296712,NHHW161152,U1,15.8716,23.1406,0.544,11.208,0.000,0.000,RDX
NM_001260502,chr17:76038774-76072526,NHHW161152,U1,29.2974,23.7455,-0.303,-5.912,0.000,0.000,SRP68
NM_001260511,chr12:16347141-16377189,NHHW161152,U1,244.357,286.917,0.232,5.810,0.000,0.000,MGST1
NM_001261,chr9:127786025-127790773,NHHW161152,U1,23.8237,17.1857,-0.471,-9.689,0.000,0.000,CDK9
NM_001261390,chr17:48830987-48865245,NHHW161152,U1,23.7369,35.863,0.595,12.797,0.000,0.000,CALCOCO2
NM_001261392,chr2:10570765-10689987,NHHW161152,U1,6.52037,9.30028,0.512,7.061,0.000,0.000,NOL10
NM_001261400,chr12:121888730-121917865,NHHW161152,U1,30.5527,21.5897,-0.501,-9.027,0.000,0.000,PSMD9
NM_001261401,chr2:121755544-121767852,NHHW161152,U1,17.0863,19.0129,0.154,2.853,0.000,0.000,TSN
NM_001261408,chr1:93561740-93847150,NHHW161152,U1,16.3989,8.05751,-1.025,-16.102,0.000,0.000,BCAR3
NM_001261411,chr12:131711086-131799738,NHHW161152,U1,10.273,11.0391,0.104,1.568,0.036,0.044,SFSWAP
NM_001261412,chr12:57522875-57547331,NHHW161152,U1,68.6811,74.8772,0.125,2.996,0.000,0.000,DCTN2
NM_001261427,chr2:11677578-11827407,NHHW161152,U1,5.81517,28.2203,2.279,38.181,0.000,0.000,LPIN1
NM_001261435,chr2:201806428-201895550,NHHW161152,U1,2.09935,4.43092,1.078,9.846,0.000,0.000,CDK15
NM_001261464,chr1:155033805-155069553,NHHW161152,U1,34.9058,50.6338,0.537,12.228,0.000,0.000,ADAM15
NM_001261467,chr17:30116806-30186475,NHHW161152,U1,19.6508,14.4978,-0.439,-7.279,0.000,0.000,NSRP1
NM_001261816,chr16:2537963-2603190,NHHW161152,U1,6.88804,7.92562,0.202,3.933,0.000,0.000,PDPK1
NM_001261824,chr21:39175445-39183514,NHHW161152,U1,25.2199,16.7486,-0.591,-7.049,0.000,0.000,PSMG1
NM_001261825,chr12:121020291-121039242,NHHW161152,U1,2.23219,0.882683,-1.338,-5.961,0.000,0.000,OASL
NM_001261826,chr19:2100987-2151557,NHHW161152,U1,51.5579,30.4012,-0.762,-19.312,0.000,0.000,AP3D1
NM_001261833,chr11:96389993-96393563,NHHW161152,U1,2.90484,6.67679,1.201,12.672,0.000,0.000,JRKL
NM_001261835,chr17:58301226-58417582,NHHW161152,U1,0.257719,0.00890549,-4.855,-3.536,0.026,0.032,TSPOAP1
NM_001262,chr1:50968694-50974637,NHHW161152,U1,16.3443,10.6407,-0.619,-7.643,0.000,0.000,CDKN2C
NM_001264573,chr17:44924710-44947711,NHHW161152,U1,4.47844,2.07978,-1.107,-10.947,0.000,0.000,KIF18B
NM_001265588,chr16:31873757-31917308,NHHW161152,U1,1.7144,1.01834,-0.751,-4.407,0.000,0.000,ZNF267
NM_001265589,chr11:63681449-63759891,NHHW161152,U1,47.4838,78.077,0.717,16.950,0.000,0.000,RTN3
NM_001265597,chr19:57633166-57644046,NHHW161152,U1,1.75461,3.26801,0.897,7.670,0.000,0.000,ZNF211
NM_001265603,chr15:78872780-78897739,NHHW161152,U1,205.709,196.078,-0.069,-1.897,0.000,0.000,MORF4L1
NM_001265612,chr16:58515478-58629886,NHHW161152,U1,7.55608,13.9439,0.884,19.861,0.000,0.000,CNOT1
NM_001267033,chr19:58559185-58574797,NHHW161152,U1,12.9553,6.36608,-1.025,-13.833,0.000,0.000,MZF1
NM_001267036,chr14:23125294-23183660,NHHW161152,U1,9.59429,15.7504,0.715,11.639,0.000,0.000,SLC7A8
NM_001267038,chr5:65517765-65563168,NHHW161152,U1,4.07438,2.49367,-0.708,-4.571,0.000,0.000,CENPK
NM_001267039,chr4:112539332-112657592,NHHW161152,U1,18.0855,15.8591,-0.190,-3.158,0.000,0.000,LARP7
NM_001267040,chr6:15245974-15522042,NHHW161152,U1,3.02842,2.01739,-0.586,-6.488,0.000,0.000,JARID2
NM_001267041,chr3:138187247-138329886,NHHW161152,U1,4.04306,10.6048,1.391,20.029,0.000,0.000,ARMC8
NM_001267048,chr1:109113962-109206781,NHHW161152,U1,0.697247,0.0594706,-3.551,-8.090,0.000,0.000,KIAA1324
NM_001267059,chr2:27370495-27380744,NHHW161152,U1,63.6528,54.7837,-0.216,-5.148,0.000,0.000,SNX17
NM_001267536,chr15:84235772-84245368,NHHW161152,U1,0.108402,0.330103,1.607,4.141,0.001,0.001,GOLGA6L4
NM_001267551,chr17:17505562-17591703,NHHW161152,U1,43.7168,32.5301,-0.426,-6.155,0.000,0.000,PEMT
NM_001267562,chr10:35126840-35212958,NHHW161152,U1,7.47216,5.66589,-0.399,-3.540,0.000,0.000,CREM
NM_001267571,chr9:98198997-98255721,NHHW161152,U1,6.21547,5.17558,-0.264,-3.035,0.000,0.000,TBC1D2
NM_001267576,chr17:9645536-9729686,NHHW161152,U1,0.255308,0.0702975,-1.861,-3.490,0.001,0.001,USP43
NM_001267578,chr1:179882041-179920077,NHHW161152,U1,16.0346,21.3271,0.411,8.037,0.000,0.000,TOR1AIP1
NM_001267580,chr15:90966037-90994651,NHHW161152,U1,15.8714,11.7058,-0.439,-7.929,0.000,0.000,PRC1
NM_001267584,chr20:3106910-3159910,NHHW161152,U1,7.73045,7.06027,-0.131,-1.798,0.027,0.033,UBOX5
NM_001267597,chr10:37776525-37858084,NHHW161152,U1,1.67934,6.3218,1.912,14.753,0.000,0.000,ZNF248
NM_001267608,chr1:155247204-155255483,NHHW161152,U1,23.2888,20.6114,-0.176,-3.729,0.000,0.000,FAM189B
NM_001267609,chr1:168079541-168137667,NHHW161152,U1,3.46975,2.35144,-0.561,-7.530,0.000,0.000,GPR161
NM_001267706,chr9:5450502-5470567,NHHW161152,U1,0.543309,0.252718,-1.104,-1.829,0.029,0.035,CD274
NM_001267722,chr4:56467595-56503681,NHHW161152,U1,17.6458,28.215,0.677,13.861,0.000,0.000,SRP72
NM_001267723,chr19:45995460-46018616,NHHW161152,U1,8.87875,3.42671,-1.374,-11.670,0.000,0.000,CCDC61
NM_001267727,chr17:68259181-68600954,NHHW161152,U1,3.07217,2.44084,-0.332,-2.577,0.003,0.004,ARSG
NM_001267728,chr13:110712622-110721074,NHHW161152,U1,7.38848,2.71888,-1.442,-13.284,0.000,0.000,ING1
NM_001267774,chr17:28319094-28335489,NHHW161152,U1,64.819,42.4437,-0.611,-10.029,0.000,0.000,IFT20
NM_001267782,chr11:46396411-46594069,NHHW161152,U1,5.78157,4.87344,-0.247,-3.649,0.000,0.000,AMBRA1
NM_001267803,chr11:73872667-73927736,NHHW161152,U1,7.62635,12.1424,0.671,6.869,0.000,0.000,PAAF1
NM_001267809,chr1:153658653-153671028,NHHW161152,U1,58.2857,50.3357,-0.212,-4.406,0.000,0.000,ILF2
NM_001267810,chr20:35278905-35284816,NHHW161152,U1,164.497,138.986,-0.243,-6.507,0.000,0.000,EIF6
NM_001267812,chr7:100852718-100867012,NHHW161152,U1,20.203,13.8145,-0.548,-10.259,0.000,0.000,SLC12A9
NM_001267817,chr4:108650584-108667822,NHHW161152,U1,193.698,173.462,-0.159,-3.798,0.000,0.000,OSTC
NM_001267843,chr4:55427900-55546909,NHHW161152,U1,1.91093,2.30049,0.268,3.472,0.000,0.000,CLOCK
NM_001267863,chr14:77708070-77769742,NHHW161152,U1,219.258,153.482,-0.515,-7.208,0.000,0.000,SLIRP
NM_001267868,chr19:5678413-5688523,NHHW161152,U1,11.6287,2.95786,-1.975,-16.094,0.000,0.000,HSD11B1L
NM_001268,chr13:48488962-48533256,NHHW161152,U1,2.47488,8.41833,1.766,17.336,0.000,0.000,RCBTB2
NM_001268284,chr19:7888504-7902023,NHHW161152,U1,3.7669,2.55657,-0.559,-5.218,0.000,0.000,LRRC8E
NM_001269039,chr10:110919369-111013667,NHHW161152,U1,9.06297,9.90772,0.129,2.032,0.009,0.011,SHOC2
NM_001270,chr5:98855203-98926534,NHHW161152,U1,1.68959,2.187,0.372,3.947,0.000,0.000,CHD1
NM_001270362,chr19:12945813-12953643,NHHW161152,U1,84.1141,29.7882,-1.498,-33.009,0.000,0.000,RAD23A
NM_001270366,chr19:812487-821952,NHHW161152,U1,1.0231,0.0316522,-5.014,-4.486,0.041,0.050,PLPPR3
NM_001270367,chr10:80046232-80092551,NHHW161152,U1,6.41513,11.5015,0.842,9.602,0.000,0.000,TMEM254
NM_001270380,chr11:74748867-74949187,NHHW161152,U1,4.05757,1.96328,-1.047,-10.660,0.000,0.000,XRRA1
NM_001270384,chr1:77779623-77879540,NHHW161152,U1,2.29939,3.43253,0.578,7.030,0.000,0.000,MIGA1
NM_001270396,chr12:75391069-75432397,NHHW161152,U1,0.241463,0.678649,1.491,3.312,0.002,0.002,GLIPR1L2
NM_001270398,chr6:43076267-43161720,NHHW161152,U1,157.187,42.1947,-1.897,-60.901,0.000,0.000,PTK7
NM_001270399,chr12:49184794-49189324,NHHW161152,U1,189.75,290.139,0.613,16.645,0.000,0.000,TUBA1A
NM_001270401,chr6:33193584-33204437,NHHW161152,U1,23.5434,15.7943,-0.576,-10.995,0.000,0.000,RXRB
NM_001270407,chr21:25639281-25717562,NHHW161152,U1,6.84512,0.0864007,-6.308,-11.195,0.000,0.000,JAM2
NM_001270425,chr2:39249265-39437312,NHHW161152,U1,3.5865,5.60243,0.643,7.963,0.000,0.000,MAP4K3
NM_001270427,chr9:120816053-120843021,NHHW161152,U1,7.4458,17.9148,1.267,19.498,0.000,0.000,PSMD5
NM_001270433,chr12:123260969-123272316,NHHW161152,U1,173.028,125.373,-0.465,-13.539,0.000,0.000,CDK2AP1
NM_001270436,chr2:37641881-37672535,NHHW161152,U1,28.1895,17.8968,-0.655,-14.780,0.000,0.000,CDC42EP3
NM_001270439,chr1:183626192-183635941,NHHW161152,U1,92.5107,134.932,0.545,13.496,0.000,0.000,ARPC5
NM_001270449,chr12:109477622-109536705,NHHW161152,U1,7.49601,10.7561,0.521,8.381,0.000,0.000,UBE3B
NM_001270453,chr16:69762283-69941741,NHHW161152,U1,10.1781,7.11224,-0.517,-8.522,0.000,0.000,WWP2
NM_001270459,chr1:43707532-43931165,NHHW161152,U1,10.6571,6.17536,-0.787,-8.993,0.000,0.000,ST3GAL3
NM_001270467,chr12:93565627-93576745,NHHW161152,U1,1.22596,3.48805,1.509,9.311,0.000,0.000,SOCS2
NM_001270472,chr6:52264013-52284881,NHHW161152,U1,11.2915,8.96343,-0.333,-4.866,0.000,0.000,MCM3
NM_001270476,chr6:42984498-43021298,NHHW161152,U1,18.0508,24.9321,0.466,8.912,0.000,0.000,PPP2R5D
NM_001270481,chr17:4796143-4798503,NHHW161152,U1,183.59,91.898,-0.998,-19.684,0.000,0.000,PSMB6
